,X,Y,E,DX,q_range,y_range_fit,y_fit
5,0.00141929,0.0,0.0,0.0,0.01,8.04341263813,-0.156679205074
6,0.00163605,0.0,0.0,0.000136842,0.0101587301587,7.81878287858,-0.156679205074
7,0.00185281,12.7535,3.4914,0.000272584,0.0103174603175,6.73934136381,33.0212846072
8,0.00206957,12.4531,1.62893,0.000271949,0.0104761904762,6.44244087513,32.2398002829
9,0.00228633,18.2209,1.05763,0.000272235,0.0106349206349,6.22543927163,47.2446114859
10,0.00250309,17.6394,0.882545,0.000272159,0.0107936507937,5.98022955559,45.7318513842
11,0.00271985,19.8868,0.925438,0.000272307,0.0109523809524,5.61392522948,51.578415533
12,0.00293661,23.2301,0.893156,0.000272207,0.0111111111111,5.54459286348,60.2759406369
13,0.00315337,26.6635,0.907067,0.000272095,0.0112698412698,5.22817827711,69.2078590086
14,0.00337013,30.9593,1.01791,0.000271984,0.0114285714286,4.78565206306,80.3832929636
15,0.00358689,38.5676,0.962026,0.000272038,0.0115873015873,4.4663145218,100.176126466
16,0.00380365,45.9877,1.06643,0.000272155,0.011746031746,3.78598948524,119.4793616
17,0.00402041,59.1842,1.15885,0.000272299,0.0119047619048,3.32388661615,153.809780658
18,0.00423717,72.2432,1.18067,0.000272921,0.0120634920635,3.10646916861,187.782496337
19,0.00445393,83.6347,1.32916,0.000273113,0.0122222222222,2.80606408089,217.417245604
20,0.00467069,103.024,1.38552,0.000273141,0.012380952381,2.36359655905,267.858104485
21,0.00488745,112.846,1.36174,0.000273406,0.0125396825397,1.89836582694,293.40983229
22,0.00510421,117.298,1.45125,0.000273507,0.0126984126984,1.48006354623,304.991617282
23,0.00532097,123.553,1.40759,0.000273758,0.0128571428571,1.50016165989,321.263869107
24,0.00553773,121.578,1.33234,0.000273928,0.0130158730159,1.49073689457,316.125947867
25,0.00575449,108.53,1.31021,0.000273951,0.0131746031746,1.38918158727,282.181848457
26,0.00597125,92.3313,1.10475,0.000274169,0.0133333333333,1.11869701389,240.04126882
27,0.00618801,73.1793,0.986822,0.00027424,0.0134920634921,1.23984344952,190.217740931
28,0.00640477,52.2773,0.848216,0.000274256,0.0136507936508,1.23585482648,135.841624602
29,0.00662153,38.6242,0.68083,0.000274428,0.0138095238095,1.17817121897,100.323370184
30,0.00683829,25.4157,0.568433,0.000274502,0.0139682539683,1.29421154084,65.9617333768
31,0.00705505,16.7698,0.464858,0.000274474,0.014126984127,1.37856426219,43.4696051513
32,0.00727181,11.3457,0.365756,0.000274325,0.0142857142857,1.53362016792,29.358922318
33,0.00748857,7.76956,0.309577,0.000274288,0.0144444444444,1.71105808014,20.0556688184
34,0.00770533,6.03401,0.260739,0.000274331,0.0146031746032,1.4813990067,15.5406717514
