# X , Y , E , DX
1
0.00147973,0,0,0
0.00247277,0,0,0
0.00346582,0,0,0
0.00445886,0,0,0
0.0054519,0,0,0
0.00644495,0,0,0
0.00743799,0,0,0.000526827
0.00843104,24.117,0.268713,0.00107191
0.00942408,20.68,0.0996068,0.00108692
0.0104171,15.9846,0.0820824,0.00108542
0.0114102,12.9136,0.0537934,0.00109092
0.0124032,9.77227,0.0372398,0.00109914
0.0133963,6.15205,0.0305284,0.00110021
0.0143893,3.68872,0.022677,0.00109953
0.0153823,2.93403,0.0198923,0.00110094
0.0163754,2.27989,0.0178377,0.00109889
0.0173684,1.85073,0.0148648,0.00110135
0.0183615,1.54618,0.013264,0.0011023
0.0193545,1.26864,0.0118088,0.00110169
0.0203476,1.06314,0.010362,0.00110509
0.0213406,0.915421,0.00946568,0.00110519
0.0223337,0.772806,0.00847103,0.00110627
0.0233267,0.707762,0.00798221,0.00110858
0.0243197,0.670984,0.00753084,0.00110793
0.0253128,0.641437,0.00733432,0.00111057
0.0263058,0.578726,0.00679329,0.0011124
0.0272989,0.554771,0.00643196,0.00111239
0.0282919,0.501637,0.00616966,0.00111504
0.029285,0.474114,0.00578071,0.00111658
0.030278,0.44058,0.0055211,0.00111752
0.031271,0.41805,0.00534236,0.00112009
0.0322641,0.384875,0.00503266,0.00112256
0.0332571,0.378363,0.0050627,0.00112386
0.0342502,0.367359,0.00490474,0.00112455
0.0352432,0.354325,0.00472238,0.00112627
0.0362363,0.349494,0.00469385,0.00112857
0.0372293,0.345304,0.00447411,0.00113103
0.0382224,0.332343,0.00436674,0.00113311
0.0392154,0.33307,0.00435846,0.00113466
0.0402084,0.319667,0.00412034,0.00113778
0.0412015,0.320272,0.0041789,0.00114038
0.0421945,0.318435,0.00406414,0.00114299
0.0431876,0.30688,0.00401417,0.00114545
0.0441806,0.308554,0.00392188,0.00114652
0.0451737,0.297381,0.00391216,0.00114884
0.0461667,0.294771,0.0037698,0.00115126
0.0471598,0.297075,0.00371991,0.00115327
0.0481528,0.28974,0.0036734,0.00115706
0.0491458,0.297973,0.00365436,0.00115992
0.0501389,0.295052,0.00365223,0.00116211
0.0511319,0.295263,0.00361859,0.0011654
0.052125,0.289273,0.00354578,0.00116736
0.053118,0.290142,0.00348389,0.00116951
0.0541111,0.289754,0.00347634,0.00117244
0.0551041,0.291729,0.00343997,0.00117545
0.0560971,0.290945,0.00342967,0.00117925
0.0570902,0.288665,0.00337811,0.0011827
0.0580832,0.290126,0.00338349,0.00118507
0.0590763,0.294912,0.00340077,0.00118764
0.0600693,0.288987,0.0033173,0.00119022
0.0610624,0.290121,0.00327986,0.00119312
0.0620554,0.289083,0.0032498,0.00119649
0.0630485,0.29171,0.00323009,0.00119983
0.0640415,0.298069,0.00324439,0.00120355
