,X,Y,E,DX,q_range,y_range_fit,y_fit
0,0.00123554,0.0,0.0,0.0,0.01,21.3294433452,2.00772053638
1,0.00205432,0.0,0.0,0.0,0.0100452261307,21.0228546762,2.00772053638
2,0.00287309,0.0,0.0,0.0,0.0100904522613,20.7162660073,2.00772053638
3,0.00369186,0.0,0.0,0.0,0.010135678392,20.4096773383,2.00772053638
4,0.00451064,0.0,0.0,0.0,0.0101809045226,20.1030886694,2.00772053638
5,0.00532941,0.0,0.0,0.0,0.0102261306533,19.7965000004,2.00772053638
6,0.00614818,0.0,0.0,0.000439203,0.0102713567839,19.4430090638,2.00772053638
7,0.00696696,30.7382,0.403707,0.000892312,0.0103165829146,19.0641642481,43.8354259051
8,0.00778573,28.1027,0.118851,0.00090495,0.0103618090452,18.6853194324,40.249109286
9,0.0086045,20.5781,0.0988575,0.000905388,0.0104070351759,18.3064746168,30.0098385474
10,0.00942327,17.0722,0.0648066,0.000907907,0.0104522613065,17.9276298011,25.2391053148
11,0.010242,12.9935,0.043348,0.000913285,0.0104974874372,17.5487849854,19.688921443
12,0.0110608,7.95311,0.0356214,0.000914661,0.0105427135678,17.1699401698,12.830096012
13,0.0118796,4.10006,0.0244902,0.000913496,0.0105879396985,16.7910953541,7.58697051439
14,0.0126984,2.81849,0.0194158,0.000914855,0.0106331658291,16.4122505384,5.84304496346
15,0.0135171,2.01677,0.0173404,0.000913132,0.0106783919598,16.0334057227,4.75208622326
16,0.0143359,1.54598,0.0136853,0.000914476,0.0107236180905,15.6545609071,4.11144801378
17,0.0151547,1.29322,0.0122768,0.000915403,0.0107688442211,15.2757160914,3.76749909
18,0.0159735,1.10183,0.0114332,0.000914032,0.0108140703518,14.8968712757,3.50706079073
19,0.0167922,0.966701,0.00989407,0.000916468,0.0108592964824,14.5180264601,3.32318092793
20,0.017611,0.844456,0.00934641,0.00091723,0.0109045226131,14.1391816444,3.15683326142
21,0.0184298,0.70607,0.00830148,0.000917309,0.0109497487437,13.7603368287,2.96852136173
22,0.0192486,0.581172,0.00717855,0.000919784,0.0109949748744,13.3814920131,2.79856356507
23,0.0200673,0.507136,0.00664162,0.000919511,0.011040201005,13.0026471974,2.69781739273
24,0.0208861,0.424736,0.00600327,0.000920242,0.0110854271357,12.6723979624,2.58568971699
25,0.0217049,0.376507,0.0055044,0.000921632,0.0111306532663,12.3827957656,2.52006100736
26,0.0225236,0.35629,0.00530816,0.0009212,0.011175879397,12.0931935687,2.4925502644
27,0.0233424,0.328771,0.00498569,0.000922812,0.0112211055276,11.8035913718,2.45510315871
28,0.0241612,0.311689,0.0048215,0.000924204,0.0112663316583,11.513989175,2.43185843836
29,0.02498,0.303189,0.00460892,0.000924883,0.0113115577889,11.2243869781,2.42029186987
30,0.0257987,0.280271,0.00443674,0.000926513,0.0113567839196,10.9347847813,2.38910567967
31,0.0266175,0.275251,0.00426774,0.000927315,0.0114020100503,10.6451825844,2.38227460039
32,0.0274363,0.257585,0.0042096,0.000928705,0.0114472361809,10.3555803875,2.35823518875
33,0.0282551,0.234546,0.00401289,0.00093,0.0114924623116,10.0659781907,2.32688434504
34,0.0290738,0.233507,0.00387899,0.000929705,0.0115376884422,9.77637599384,2.32547050214
35,0.0298926,0.208333,0.00366911,0.000931079,0.0115829145729,9.48677379698,2.29121440858
36,0.0307114,0.195578,0.00345589,0.000933336,0.0116281407035,9.19717160012,2.27385775198
37,0.0315301,0.185621,0.00328863,0.000934326,0.0116733668342,8.90756940326,2.26030853757
38,0.0323489,0.176499,0.00321478,0.000935584,0.0117185929648,8.61796720641,2.24789556842
39,0.0331677,0.174282,0.00307768,0.000937326,0.0117638190955,8.32836500955,2.2448787352
40,0.0339865,0.166007,0.00301804,0.000938986,0.0118090452261,8.03876281269,2.23361834058
41,0.0348052,0.161673,0.00296072,0.000940644,0.0118542713568,7.74916061583,2.22772075142
42,0.035624,0.156057,0.00287634,0.000942163,0.0118994974874,7.54459174455,2.22007865158
43,0.0364428,0.157785,0.00291927,0.000943089,0.0119447236181,7.44826662875,2.22243006692
44,0.0372616,0.156826,0.00282516,0.000943895,0.0119899497487,7.35194151295,2.22112508584
45,0.0380803,0.151081,0.00275937,0.000945933,0.0120351758794,7.25561639716,2.21330744631
46,0.0388991,0.152717,0.00271665,0.000947351,0.0120804020101,7.15929128136,2.21553367055
47,0.0397179,0.147969,0.00265956,0.000949201,0.0121256281407,7.06296616556,2.20907272147
48,0.0405366,0.145393,0.00255274,0.000951256,0.0121708542714,6.96664104976,2.20556737083
49,0.0413554,0.140032,0.00253529,0.000952448,0.012216080402,6.87031593396,2.19827226804
50,0.0421742,0.144547,0.00255027,0.000954961,0.0122613065327,6.77399081816,2.20441615707
51,0.042993,0.139513,0.00249116,0.000956048,0.0123065326633,6.67766570237,2.19756602698
