# X , Y , E , DX
1
0.00106102,0,0,0
0.00175831,0,0,0
0.00245561,0,0,0
0.0031529,0,0,0
0.0038502,0,0,0
0.00454749,0,0,0
0.00524479,0,0,0.000376411
0.00594208,25.1595,0.51736,0.000765033
0.00663938,29.3443,0.118931,0.000777728
0.00733667,22.1849,0.106173,0.0007789
0.00803397,18.1109,0.0684752,0.000780157
0.00873126,13.2802,0.0448894,0.000783565
0.00942856,9.25946,0.0381056,0.000784724
0.0101259,4.45721,0.0259873,0.00078353
0.0108231,3.10004,0.0199738,0.000784055
0.0115204,2.08215,0.0176457,0.000783179
0.0122177,1.40023,0.0132659,0.0007835
0.012915,1.13025,0.011336,0.000784369
0.0136123,0.861154,0.0102371,0.00078369
0.0143096,0.725038,0.00850439,0.000784763
0.0150069,0.651713,0.00830424,0.000784932
0.0157042,0.593336,0.00783234,0.000784369
0.0164015,0.551202,0.0069612,0.000785928
0.0170988,0.511948,0.0069195,0.000785731
0.0177961,0.445095,0.0062167,0.000786125
0.0184934,0.40626,0.00576213,0.000787966
0.0191907,0.344763,0.00533556,0.000787351
0.019888,0.297595,0.0048176,0.000787873
0.0205853,0.266864,0.00451967,0.00078869
0.0212826,0.246892,0.00428274,0.000788014
0.0219799,0.244129,0.0041366,0.000789174
0.0226772,0.235185,0.00410606,0.000789912
0.0233745,0.219907,0.00394306,0.000790358
0.0240718,0.220938,0.00392613,0.000791584
0.024769,0.213161,0.00384648,0.000791291
0.0254663,0.206953,0.00370801,0.000792104
0.0261636,0.208518,0.00365913,0.000793654
0.0268609,0.197933,0.00347609,0.000794182
0.0275582,0.187679,0.00339801,0.000794984
0.0282555,0.18736,0.00328166,0.000795598
0.0289528,0.179133,0.00318052,0.000796115
0.0296501,0.170419,0.0031098,0.000797424
0.0303474,0.164372,0.00301504,0.000799115
0.0310447,0.155721,0.00292769,0.000799666
0.031742,0.156316,0.0029158,0.000799856
0.0324393,0.155955,0.00286727,0.000800927
0.0331366,0.147009,0.00274929,0.00080168
0.0338339,0.15012,0.00274975,0.000802477
0.0345312,0.144584,0.00264035,0.000803787
0.0352285,0.144756,0.00265423,0.000804786
0.0359258,0.144354,0.00261971,0.000806431
0.0366231,0.142691,0.00258818,0.000807423
0.0373204,0.141198,0.00257511,0.000807857
0.0380177,0.140586,0.00252509,0.00080915
0.0387149,0.138415,0.00246961,0.000810687
0.0394122,0.139158,0.0024855,0.000812095
0.0401095,0.141602,0.00245473,0.000813586
0.0408068,0.138541,0.0024488,0.00081462
0.0415041,0.135559,0.00237946,0.000815339
0.0422014,0.140433,0.00245248,0.000816499
0.0428987,0.134503,0.00234964,0.000817456
0.043596,0.134855,0.00235646,0.00081885
0.0442933,0.134703,0.00231894,0.000820585
0.0449906,0.133487,0.00226876,0.000821845
0.0456879,0.134805,0.00227183,0.000823584
0.0463852,0.134576,0.00223854,0.000824922
0.0470825,0.133758,0.0022084,0.000825951
0.0477798,0.133542,0.00217256,0.000827386
0.0484771,0.13569,0.00218109,0.000828828
0.0491744,0.129313,0.00212583,0.000830769
0.0498717,0.134184,0.0021279,0.000832246
0.050569,0.135127,0.00212308,0.000833615
0.0512663,0.131991,0.00207416,0.000835104
0.0519636,0.134566,0.00209241,0.000836488
0.0526608,0.132275,0.00205769,0.000838169
0.0533581,0.135633,0.00207088,0.000839766
0.0540554,0.131657,0.00202419,0.000841217
0.0547527,0.132399,0.00201048,0.000842869
0.05545,0.133113,0.00202522,0.000844559
0.0561473,0.131894,0.00197214,0.000846415
0.0568446,0.132321,0.0019779,0.000848126
