# X , Y , E , DX
1
0.00138924,0,0,0
0.00231723,0,0,0
0.00324521,0,0,0
0.00417319,0,0,0
0.00510118,0,0,0
0.00602916,0,0,0
0.00695714,0,0,0.000495067
0.00788512,26.5672,0.280786,0.00100719
0.00881311,22.8375,0.105216,0.00102139
0.00974109,17.4554,0.0891426,0.00102033
0.0106691,14.1144,0.0573891,0.00102328
0.0115971,11.0518,0.0401505,0.00103073
0.012525,7.05803,0.0328159,0.00103329
0.013453,3.82906,0.0232997,0.00103096
0.014381,2.87962,0.0199414,0.00103276
0.015309,2.22259,0.0176424,0.00103149
0.016237,1.79164,0.0149091,0.00103276
0.017165,1.51061,0.0131601,0.00103355
0.0180929,1.26939,0.0120224,0.0010327
0.0190209,1.06972,0.0104621,0.00103609
0.0199489,0.890187,0.00936244,0.00103672
0.0208769,0.740867,0.00831438,0.00103715
0.0218049,0.655681,0.00765346,0.00103938
0.0227329,0.590861,0.00725771,0.00103849
0.0236608,0.548295,0.00686427,0.00103983
0.0245888,0.519258,0.00647246,0.00104252
0.0255168,0.491696,0.00614682,0.0010426
0.0264448,0.461008,0.00593936,0.00104405
0.0273728,0.442113,0.00565981,0.00104575
0.0283008,0.403382,0.00531241,0.00104638
0.0292287,0.379373,0.00515648,0.00104838
0.0301567,0.358107,0.00489878,0.00105107
0.0310847,0.328348,0.00471439,0.00105286
0.0320127,0.311449,0.0045874,0.00105341
0.0329407,0.290168,0.0043281,0.00105452
0.0338686,0.297161,0.00438689,0.00105574
0.0347966,0.287424,0.00417904,0.00105765
0.0357246,0.278101,0.00403548,0.00105992
0.0366526,0.279228,0.00400532,0.00106142
0.0375806,0.272488,0.00387398,0.00106375
0.0385086,0.269956,0.00382758,0.00106566
0.0394365,0.263881,0.00378513,0.0010674
0.0403645,0.256232,0.00366579,0.00106965
0.0412925,0.257304,0.00368895,0.00107068
0.0422205,0.250642,0.00360111,0.00107234
0.0431485,0.243464,0.00347881,0.00107526
0.0440765,0.248083,0.00345035,0.00107696
0.0450044,0.234246,0.00333126,0.00107943
0.0459324,0.237729,0.00331145,0.00108195
0.0468604,0.236487,0.00329642,0.00108441
0.0477884,0.236984,0.00324516,0.00108649
0.0487164,0.2335,0.00324108,0.00108838
0.0496444,0.239152,0.00322072,0.00109089
0.0505723,0.235816,0.00316848,0.00109274
0.0515003,0.232384,0.00312758,0.00109508
0.0524283,0.230542,0.00306377,0.00109861
0.0533563,0.234523,0.00309152,0.00110178
0.0542843,0.236497,0.00307321,0.00110407
0.0552123,0.233718,0.00304891,0.00110626
0.0561402,0.23731,0.00305099,0.00110794
0.0570682,0.232954,0.00301251,0.00110994
0.0579962,0.231238,0.00296814,0.00111308
0.0589242,0.234483,0.00290098,0.0011165
0.0598522,0.229111,0.0028645,0.00111906
0.0607802,0.236742,0.00288648,0.00112144
0.0617081,0.233466,0.00282255,0.00112447
0.0626361,0.235013,0.00283485,0.00112755
0.0635641,0.234146,0.00280049,0.00113043
0.0644921,0.231874,0.00274657,0.00113338
0.0654201,0.233129,0.00274175,0.00113667
0.0663481,0.236616,0.00272762,0.00113977
0.067276,0.239012,0.00272055,0.00114278
0.068204,0.233916,0.0026748,0.00114578
0.069132,0.233005,0.00264657,0.00114835
0.07006,0.241212,0.00266953,0.00115184
0.070988,0.233454,0.00260557,0.00115554
0.071916,0.23713,0.0026391,0.00115851
0.0728439,0.2361,0.00258506,0.00116144
0.0737719,0.23367,0.00257421,0.00116536
0.0746999,0.233355,0.00253513,0.00116896
0.0756279,0.23631,0.00253733,0.00117174
0.0765559,0.231923,0.00252049,0.0011753
0.0774838,0.234332,0.00249083,0.00117868
0.0784118,0.233291,0.00247742,0.00118189
0.0793398,0.238071,0.00248726,0.00118554
0.0802678,0.238327,0.00249353,0.00118884
0.0811958,0.234921,0.00244826,0.00119255
0.0821238,0.237302,0.00242839,0.00119681
0.0830517,0.2369,0.00243085,0.00120001
0.0839797,0.237169,0.00241588,0.00120315
0.0849077,0.238079,0.00241017,0.00120674
0.0858357,0.239151,0.00236629,0.00121019
0.0867637,0.239937,0.00241519,0.00121401
0.0876917,0.239706,0.00236427,0.00121787
0.0886196,0.242433,0.00235617,0.00122172
0.0895476,0.239009,0.00232168,0.00122594
0.0904756,0.237379,0.00232168,0.00122992
0.0914036,0.236353,0.0022956,0.00123356
0.0923316,0.23884,0.00229538,0.00123693
0.0932596,0.239948,0.00228523,0.00124071
0.0941875,0.23874,0.00228151,0.00124463
0.0951155,0.240639,0.00227399,0.00124882
0.0960435,0.241124,0.00224198,0.0012528
0.0969715,0.24009,0.00225155,0.00125644
0.0978995,0.237339,0.00221492,0.00126083
0.0988275,0.238843,0.00222015,0.00126473
0.0997554,0.240596,0.00221481,0.00126871
0.100683,0.243493,0.00220863,0.0012734
0.101611,0.238085,0.00218239,0.00127765
0.102539,0.237401,0.00218551,0.00128201
0.103467,0.242807,0.00218041,0.00128608
0.104395,0.239015,0.00215362,0.00128982
0.105323,0.240526,0.00216349,0.00129422
0.106251,0.244397,0.00216529,0.00129841
0.107179,0.236607,0.00213616,0.001303
0.108107,0.237674,0.00212941,0.0013081
0.109035,0.237372,0.00212327,0.00131258
0.109963,0.237217,0.00213694,0.00131708
0.110891,0.23943,0.00215483,0.00132219
0.111819,0.236624,0.00214618,0.00132727
0.112747,0.236894,0.00216753,0.00133193
0.113675,0.234489,0.00216248,0.00133687
0.114603,0.237589,0.00218924,0.00134181
0.115531,0.237032,0.00220079,0.00134642
0.116459,0.237149,0.00220738,0.00135126
0.117387,0.236859,0.00224264,0.00135599
0.118315,0.234616,0.00226045,0.00136128
0.119243,0.235156,0.0022978,0.00136652
0.120171,0.234566,0.00231901,0.00137146
0.121099,0.237308,0.00238564,0.00137663
0.122027,0.230311,0.00237457,0.00138091
0.122955,0.232555,0.00245203,0.00138605
0.123883,0.235425,0.00247648,0.00139181
0.124811,0.228277,0.00252412,0.00139611
0.125739,0.230094,0.00257247,0.00140103
0.126667,0.232557,0.00262206,0.0014062
0.127595,0.232349,0.00271021,0.00141045
0.128523,0.23323,0.00274813,0.00141567
0.129451,0.22882,0.00277344,0.0014204
0.130379,0.231424,0.00284824,0.00142549
0.131307,0.228936,0.00289844,0.00143027
0.132235,0.226458,0.00292596,0.00143437
0.133163,0.224293,0.00299852,0.00143924
0.134091,0.232215,0.00309598,0.00144387
0.135019,0.227446,0.00314308,0.0014487
0.135947,0.226777,0.00317953,0.00145425
0.136875,0.222173,0.00323103,0.00145946
0.137803,0.230582,0.00335712,0.00146372
0.138731,0.22252,0.00336714,0.00146885
0.139659,0.229411,0.00350666,0.00147441
0.140587,0.23204,0.00362626,0.00147954
0.141515,0.226818,0.00363988,0.00148515
0.142443,0.218864,0.00366959,0.00149098
0.143371,0.218189,0.00375276,0.00149613
0.144299,0.222942,0.0038946,0.00150161
0.145227,0.221021,0.00399154,0.00150688
0.146155,0.22407,0.00415502,0.00151255
0.147083,0.216923,0.00411845,0.00151904
0.148011,0.219206,0.0044097,0.00152423
0.148939,0.221144,0.00450815,0.00153009
0.149867,0.222689,0.00469173,0.00153716
0.150795,0.216033,0.00486228,0.00154115
0.151722,0.226443,0.00520032,0.00154581
0.15265,0.217092,0.00534451,0.0015533
0.153578,0.212506,0.00565818,0.00155983
0.154506,0.206572,0.00569446,0.0015668
0.155434,0.21549,0.00613439,0.00157265
0.156362,0.222659,0.00694993,0.00157923
0.15729,0.209519,0.00713487,0.00158707
0.158218,0.194313,0.00712857,0.00159459
0.159146,0.205041,0.00814809,0.00160081
0.160074,0.21194,0.00943612,0.00160765
0.161002,0.208946,0.0101698,0.00161573
0.16193,0.209251,0.0114598,0.0016227
0.162858,0.243633,0.0133873,0.00162978
0.163786,0.226599,0.0150591,0.00163665
0.164714,0.199523,0.013295,0.00164504
0.165642,0.221725,0.0183577,0.00165366
0.16657,0.202421,0.0148791,0.00166063
0.167498,0.252516,0.0163588,0.00166827
0.168426,0.205741,0.017324,0.00167578
0.169354,0.220877,0.0193582,0.00168398
0.170282,0.191127,0.0168312,0.00169183
0.17121,0.212194,0.0247552,0.00169853
0.172138,0.192737,0.0296347,0.0017063
0.173066,0.20986,0.02612,0.00171226
0.173994,0.199988,0.0292978,0.00171915
0.174922,0.285049,0.0383323,0.00172763
0.17585,0.250014,0.0376091,0.00173576
0.176778,0.19791,0.0425697,0.0017445
0.177706,0.170739,0.0528967,0.00175253
0.178634,0.294486,0.077168,0.00175849
0.179562,0.184099,0.0712218,0.000880468
0.18049,0,0,0
0.181418,0,0,0
0.182346,0,0,0
0.183274,0,0,0
0.184202,0,0,0
0.18513,0,0,0
0.186058,0,0,0
